source,disease,symptoms,description,text
Orphanet,Diffuse alveolar hemorrhage,"Pulmonary infiltrates, Weight loss, Anemia, Fever, Hemoptysis, Autoimmunity, Elevated erythrocyte sedimentation rate, Cough, Ground-glass opacification on pulmonary HRCT, Proteinuria",Rare disease with 34 known phenotypic features,"Disease: Diffuse alveolar hemorrhage | Symptoms: Pulmonary infiltrates, Weight loss, Anemia, Fever, Hemoptysis, Autoimmunity, Elevated erythrocyte sedimentation rate, Cough, Ground-glass opacification on pulmonary HRCT, Proteinuria | Description: Rare disease with 34 known phenotypic features | Source: Orphanet"
Orphanet,Acute liver failure,"Jaundice, Hepatocellular necrosis, Elevated circulating hepatic transaminase concentration, Hepatitis, Emotional lability, Agitation, Adrenal insufficiency, Bruising susceptibility, Confusion, Slurred speech",Rare disease with 50 known phenotypic features,"Disease: Acute liver failure | Symptoms: Jaundice, Hepatocellular necrosis, Elevated circulating hepatic transaminase concentration, Hepatitis, Emotional lability, Agitation, Adrenal insufficiency, Bruising susceptibility, Confusion, Slurred speech | Description: Rare disease with 50 known phenotypic features | Source: Orphanet"
Orphanet,Acute peripheral arterial occlusion,"Pallor, Limb pain, Abnormal skin morphology, Lower limb pain, Abnormal capillary physiology, Leukocytosis, Paresthesia, Limb muscle weakness, Impaired distal tactile sensation, Abnormality of venous physiology",Rare disease with 17 known phenotypic features,"Disease: Acute peripheral arterial occlusion | Symptoms: Pallor, Limb pain, Abnormal skin morphology, Lower limb pain, Abnormal capillary physiology, Leukocytosis, Paresthesia, Limb muscle weakness, Impaired distal tactile sensation, Abnormality of venous physiology | Description: Rare disease with 17 known phenotypic features | Source: Orphanet"
Orphanet,Acquired aneurysmal subarachnoid hemorrhage,"Abnormal cerebral artery morphology, Hypertension, Constriction of peripheral visual field, Coma, Cerebral hemorrhage, Vomiting, Nausea, Headache, Memory impairment, ST segment depression",Rare disease with 34 known phenotypic features,"Disease: Acquired aneurysmal subarachnoid hemorrhage | Symptoms: Abnormal cerebral artery morphology, Hypertension, Constriction of peripheral visual field, Coma, Cerebral hemorrhage, Vomiting, Nausea, Headache, Memory impairment, ST segment depression | Description: Rare disease with 34 known phenotypic features | Source: Orphanet"
Orphanet,Huntington disease,"Gait disturbance, Mental deterioration, Hyperreflexia, Chorea, Abnormality of eye movement, Agitation, Depression, Aggressive behavior, Compulsive behaviors, Disinhibition",Rare disease with 53 known phenotypic features,"Disease: Huntington disease | Symptoms: Gait disturbance, Mental deterioration, Hyperreflexia, Chorea, Abnormality of eye movement, Agitation, Depression, Aggressive behavior, Compulsive behaviors, Disinhibition | Description: Rare disease with 53 known phenotypic features | Source: Orphanet"
Orphanet,Multiple endocrine neoplasia type 1,"Hypercalcemia, Primary hyperparathyroidism, Parathyroid hyperplasia, Angiofibromas, Impairment of activities of daily living, Impotence, Adrenocortical abnormality, Multiple lipomas, Weight loss, Diarrhea",Rare disease with 74 known phenotypic features,"Disease: Multiple endocrine neoplasia type 1 | Symptoms: Hypercalcemia, Primary hyperparathyroidism, Parathyroid hyperplasia, Angiofibromas, Impairment of activities of daily living, Impotence, Adrenocortical abnormality, Multiple lipomas, Weight loss, Diarrhea | Description: Rare disease with 74 known phenotypic features | Source: Orphanet"
Orphanet,Full NF2-related schwannomatosis,"Neuroma, Sensorineural hearing impairment, Abnormality of the eye, Myelopathy, Meningioma, Reduced visual acuity, Posterior subcapsular cataract, Bilateral vestibular schwannoma, Peripheral schwannoma, Spinal cord tumor",Rare disease with 47 known phenotypic features,"Disease: Full NF2-related schwannomatosis | Symptoms: Neuroma, Sensorineural hearing impairment, Abnormality of the eye, Myelopathy, Meningioma, Reduced visual acuity, Posterior subcapsular cataract, Bilateral vestibular schwannoma, Peripheral schwannoma, Spinal cord tumor | Description: Rare disease with 47 known phenotypic features | Source: Orphanet"
Orphanet,Necrotizing enterocolitis,"Premature birth, Cyanosis, Small for gestational age, Decreased total neutrophil count, Leukocytosis, Diarrhea, Hyponatremia, Abdominal distention, Poor appetite, Fatigue",Rare disease with 34 known phenotypic features,"Disease: Necrotizing enterocolitis | Symptoms: Premature birth, Cyanosis, Small for gestational age, Decreased total neutrophil count, Leukocytosis, Diarrhea, Hyponatremia, Abdominal distention, Poor appetite, Fatigue | Description: Rare disease with 34 known phenotypic features | Source: Orphanet"
Orphanet,Central retinal vein occlusion,"Cystoid macular edema, Macular cotton wool spot, Intraretinal hemorrhage, Visual loss, Papilledema, Retinal vascular tortuosity, Macular edema, Glaucoma, Pigmentary retinopathy, Macular degeneration",Rare disease with 16 known phenotypic features,"Disease: Central retinal vein occlusion | Symptoms: Cystoid macular edema, Macular cotton wool spot, Intraretinal hemorrhage, Visual loss, Papilledema, Retinal vascular tortuosity, Macular edema, Glaucoma, Pigmentary retinopathy, Macular degeneration | Description: Rare disease with 16 known phenotypic features | Source: Orphanet"
Orphanet,Uremic pruritus,"Dry skin, Pruritus, Increased blood urea nitrogen, Chronic kidney disease, Sleep abnormality, Stage 5 chronic kidney disease, Abnormality of serum cytokine level, Generalized abnormality of skin, Maintenance insomnia, Increased serum mast cell beta-tryptase concentration",Rare disease with 18 known phenotypic features,"Disease: Uremic pruritus | Symptoms: Dry skin, Pruritus, Increased blood urea nitrogen, Chronic kidney disease, Sleep abnormality, Stage 5 chronic kidney disease, Abnormality of serum cytokine level, Generalized abnormality of skin, Maintenance insomnia, Increased serum mast cell beta-tryptase concentration | Description: Rare disease with 18 known phenotypic features | Source: Orphanet"
Orphanet,Congenital generalized lipodystrophy,"Insulin resistance, Hepatomegaly, Skeletal muscle hypertrophy, Adipose tissue loss, Lipodystrophy, Diabetes mellitus, Hypertrichosis, Intellectual disability, Hypertriglyceridemia, Macroglossia",Rare disease with 37 known phenotypic features,"Disease: Congenital generalized lipodystrophy | Symptoms: Insulin resistance, Hepatomegaly, Skeletal muscle hypertrophy, Adipose tissue loss, Lipodystrophy, Diabetes mellitus, Hypertrichosis, Intellectual disability, Hypertriglyceridemia, Macroglossia | Description: Rare disease with 37 known phenotypic features | Source: Orphanet"
Orphanet,Cyclic neutropenia,"Sinusitis, Headache, Bone pain, Cyclic neutropenia, Oral ulcer, Gingivitis, Recurrent skin infections, Recurrent fever, Lymphadenopathy, Recurrent tonsillitis",Rare disease with 32 known phenotypic features,"Disease: Cyclic neutropenia | Symptoms: Sinusitis, Headache, Bone pain, Cyclic neutropenia, Oral ulcer, Gingivitis, Recurrent skin infections, Recurrent fever, Lymphadenopathy, Recurrent tonsillitis | Description: Rare disease with 32 known phenotypic features | Source: Orphanet"
Orphanet,Self-limited infantile epilepsy,"Normal interictal EEG, Neonatal seizure, Seizure, Choreoathetosis, Dystonia, Chorea, Apnea, Focal clonic seizure, Athetosis, Focal impaired awareness seizure",Rare disease with 34 known phenotypic features,"Disease: Self-limited infantile epilepsy | Symptoms: Normal interictal EEG, Neonatal seizure, Seizure, Choreoathetosis, Dystonia, Chorea, Apnea, Focal clonic seizure, Athetosis, Focal impaired awareness seizure | Description: Rare disease with 34 known phenotypic features | Source: Orphanet"
Orphanet,Glutaryl-CoA dehydrogenase deficiency,"Abnormality of the basal ganglia, Glutaric aciduria, Abnormal enzyme/coenzyme activity, Dysarthria, Dystonia, Communicating hydrocephalus, Dysphagia, Poor motor coordination, Athetosis, Headache",Rare disease with 43 known phenotypic features,"Disease: Glutaryl-CoA dehydrogenase deficiency | Symptoms: Abnormality of the basal ganglia, Glutaric aciduria, Abnormal enzyme/coenzyme activity, Dysarthria, Dystonia, Communicating hydrocephalus, Dysphagia, Poor motor coordination, Athetosis, Headache | Description: Rare disease with 43 known phenotypic features | Source: Orphanet"
Orphanet,Atypical Rett syndrome,"Agitation, Autistic behavior, Reduced eye contact, Intellectual disability, Seizure, Gait disturbance, EEG abnormality, Sleep abnormality, Loss of speech, Developmental regression",Rare disease with 54 known phenotypic features,"Disease: Atypical Rett syndrome | Symptoms: Agitation, Autistic behavior, Reduced eye contact, Intellectual disability, Seizure, Gait disturbance, EEG abnormality, Sleep abnormality, Loss of speech, Developmental regression | Description: Rare disease with 54 known phenotypic features | Source: Orphanet"
Orphanet,Spondyloperipheral dysplasia-short ulna syndrome,"Cleft palate, Hearing impairment, Myopia, Abnormality of the hip joint, Hypoplasia of the ulna, Flattened epiphysis, Disproportionate short stature, Abnormality of the vertebral endplates, Type E brachydactyly, Delayed pubic bone ossification",Rare disease with 23 known phenotypic features,"Disease: Spondyloperipheral dysplasia-short ulna syndrome | Symptoms: Cleft palate, Hearing impairment, Myopia, Abnormality of the hip joint, Hypoplasia of the ulna, Flattened epiphysis, Disproportionate short stature, Abnormality of the vertebral endplates, Type E brachydactyly, Delayed pubic bone ossification | Description: Rare disease with 23 known phenotypic features | Source: Orphanet"
Orphanet,Rothmund-Thomson syndrome,"Skin rash, Poikiloderma, Malar rash, Abnormality of the dentition, Sparse eyelashes, Infertility, Abnormality of the skeletal system, Small for gestational age, Short stature, Reduced bone mineral density",Rare disease with 56 known phenotypic features,"Disease: Rothmund-Thomson syndrome | Symptoms: Skin rash, Poikiloderma, Malar rash, Abnormality of the dentition, Sparse eyelashes, Infertility, Abnormality of the skeletal system, Small for gestational age, Short stature, Reduced bone mineral density | Description: Rare disease with 56 known phenotypic features | Source: Orphanet"
Orphanet,Pseudoachondroplasia,"Joint hypermobility, Disproportionate short-limb short stature, Platyspondyly, Brachydactyly, Waddling gait, Delayed epiphyseal ossification, Osteoarthritis, Generalized joint laxity, Arthralgia, Lumbar hyperlordosis",Rare disease with 45 known phenotypic features,"Disease: Pseudoachondroplasia | Symptoms: Joint hypermobility, Disproportionate short-limb short stature, Platyspondyly, Brachydactyly, Waddling gait, Delayed epiphyseal ossification, Osteoarthritis, Generalized joint laxity, Arthralgia, Lumbar hyperlordosis | Description: Rare disease with 45 known phenotypic features | Source: Orphanet"
Orphanet,Hutchinson-Gilford progeria syndrome,"Narrow mouth, Thin vermilion border, Micrognathia, Conductive hearing impairment, Severe failure to thrive, Prominent umbilicus, Weight loss, Prominent superficial blood vessels, Absence of subcutaneous fat, Pubertal developmental failure in females",Rare disease with 93 known phenotypic features,"Disease: Hutchinson-Gilford progeria syndrome | Symptoms: Narrow mouth, Thin vermilion border, Micrognathia, Conductive hearing impairment, Severe failure to thrive, Prominent umbilicus, Weight loss, Prominent superficial blood vessels, Absence of subcutaneous fat, Pubertal developmental failure in females | Description: Rare disease with 93 known phenotypic features | Source: Orphanet"
Orphanet,Semilobar holoprosencephaly,"Abnormality of the eye, Hypotelorism, Failure to thrive, Growth delay, Poor suck, Short stature, Feeding difficulties, Median cleft lip, Cleft palate, Bifid uvula",Rare disease with 72 known phenotypic features,"Disease: Semilobar holoprosencephaly | Symptoms: Abnormality of the eye, Hypotelorism, Failure to thrive, Growth delay, Poor suck, Short stature, Feeding difficulties, Median cleft lip, Cleft palate, Bifid uvula | Description: Rare disease with 72 known phenotypic features | Source: Orphanet"
Orphanet,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion,"Delayed speech and language development, Intellectual disability, Abnormal facial shape, Cryptorchidism, Abnormality of the urinary system, Narrow palate, Convex nasal ridge, Atypical behavior, Emotional lability, Compulsive behaviors",Rare disease with 88 known phenotypic features,"Disease: Rubinstein-Taybi syndrome due to 16p13.3 microdeletion | Symptoms: Delayed speech and language development, Intellectual disability, Abnormal facial shape, Cryptorchidism, Abnormality of the urinary system, Narrow palate, Convex nasal ridge, Atypical behavior, Emotional lability, Compulsive behaviors | Description: Rare disease with 88 known phenotypic features | Source: Orphanet"
Orphanet,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,"High palate, Facial grimacing, Hypertelorism, Micrognathia, Low-set ears, Downslanted palpebral fissures, Delayed speech and language development, Abnormal facial shape, Highly arched eyebrow, Prominent nasal septum",Rare disease with 123 known phenotypic features,"Disease: Rubinstein-Taybi syndrome due to EP300 haploinsufficiency | Symptoms: High palate, Facial grimacing, Hypertelorism, Micrognathia, Low-set ears, Downslanted palpebral fissures, Delayed speech and language development, Abnormal facial shape, Highly arched eyebrow, Prominent nasal septum | Description: Rare disease with 123 known phenotypic features | Source: Orphanet"
Orphanet,Midline interhemispheric variant of holoprosencephaly,"Axial hypotonia, Abnormality of the eye, Hypotelorism, Failure to thrive, Growth delay, Poor suck, Short stature, Feeding difficulties, Median cleft lip, Cleft palate",Rare disease with 72 known phenotypic features,"Disease: Midline interhemispheric variant of holoprosencephaly | Symptoms: Axial hypotonia, Abnormality of the eye, Hypotelorism, Failure to thrive, Growth delay, Poor suck, Short stature, Feeding difficulties, Median cleft lip, Cleft palate | Description: Rare disease with 72 known phenotypic features | Source: Orphanet"
Orphanet,Alobar holoprosencephaly,"Axial hypotonia, Flexion contracture, Abnormal heart morphology, Poor speech, Scoliosis, Hip dislocation, Single median maxillary incisor, Cyclopia, Single naris, Gastrostomy tube feeding in infancy",Rare disease with 72 known phenotypic features,"Disease: Alobar holoprosencephaly | Symptoms: Axial hypotonia, Flexion contracture, Abnormal heart morphology, Poor speech, Scoliosis, Hip dislocation, Single median maxillary incisor, Cyclopia, Single naris, Gastrostomy tube feeding in infancy | Description: Rare disease with 72 known phenotypic features | Source: Orphanet"
Orphanet,Lobar holoprosencephaly,"Axial hypotonia, Hypotelorism, Feeding difficulties, Median cleft lip, Cleft palate, High palate, Sensorineural hearing impairment, Depressed nasal ridge, Abnormality of the eye, Atypical behavior",Rare disease with 72 known phenotypic features,"Disease: Lobar holoprosencephaly | Symptoms: Axial hypotonia, Hypotelorism, Feeding difficulties, Median cleft lip, Cleft palate, High palate, Sensorineural hearing impairment, Depressed nasal ridge, Abnormality of the eye, Atypical behavior | Description: Rare disease with 72 known phenotypic features | Source: Orphanet"
Orphanet,Rubinstein-Taybi syndrome due to CREBBP mutations,"High palate, Facial grimacing, Hypertelorism, Micrognathia, Low-set ears, Downslanted palpebral fissures, Delayed speech and language development, Intellectual disability, Abnormal facial shape, Highly arched eyebrow",Rare disease with 122 known phenotypic features,"Disease: Rubinstein-Taybi syndrome due to CREBBP mutations | Symptoms: High palate, Facial grimacing, Hypertelorism, Micrognathia, Low-set ears, Downslanted palpebral fissures, Delayed speech and language development, Intellectual disability, Abnormal facial shape, Highly arched eyebrow | Description: Rare disease with 122 known phenotypic features | Source: Orphanet"
Orphanet,Shwachman-Diamond syndrome,"Abnormality of the skeletal system, Exocrine pancreatic insufficiency, Abnormality of blood and blood-forming tissues, Decreased total neutrophil count, Anemia, Fat malabsorption, Abnormality of the gastrointestinal tract, Atypical behavior, Failure to thrive, Growth delay",Rare disease with 69 known phenotypic features,"Disease: Shwachman-Diamond syndrome | Symptoms: Abnormality of the skeletal system, Exocrine pancreatic insufficiency, Abnormality of blood and blood-forming tissues, Decreased total neutrophil count, Anemia, Fat malabsorption, Abnormality of the gastrointestinal tract, Atypical behavior, Failure to thrive, Growth delay | Description: Rare disease with 69 known phenotypic features | Source: Orphanet"
Orphanet,Achromatopsia,"Abnormality of refraction, Color vision defect, Photophobia, Monochromacy, Pendular nystagmus, Undetectable light-adapted electroretinogram, Color vision test abnormality, Inner retinal layer loss on macular OCT, Hypermetropia, Myopia",Rare disease with 20 known phenotypic features,"Disease: Achromatopsia | Symptoms: Abnormality of refraction, Color vision defect, Photophobia, Monochromacy, Pendular nystagmus, Undetectable light-adapted electroretinogram, Color vision test abnormality, Inner retinal layer loss on macular OCT, Hypermetropia, Myopia | Description: Rare disease with 20 known phenotypic features | Source: Orphanet"
Orphanet,Hereditary coproporphyria,"Abdominal pain, Elevated urinary delta-aminolevulinic acid, Abnormal circulating porphyrin concentration, Atypical scarring of skin, Nausea, Distal muscle weakness, Episodic vomiting, Proximal muscle weakness in lower limbs, Proximal muscle weakness in upper limbs, Limb pain",Rare disease with 33 known phenotypic features,"Disease: Hereditary coproporphyria | Symptoms: Abdominal pain, Elevated urinary delta-aminolevulinic acid, Abnormal circulating porphyrin concentration, Atypical scarring of skin, Nausea, Distal muscle weakness, Episodic vomiting, Proximal muscle weakness in lower limbs, Proximal muscle weakness in upper limbs, Limb pain | Description: Rare disease with 33 known phenotypic features | Source: Orphanet"
Orphanet,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,"Intellectual disability, Absent speech, Broad-based gait, Floppy infant, Delayed fine motor development, Neurodevelopmental delay, Abnormality of the eye, Abnormality of vision, Abnormal conjugate eye movement, Soft skin",Rare disease with 86 known phenotypic features,"Disease: PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome | Symptoms: Intellectual disability, Absent speech, Broad-based gait, Floppy infant, Delayed fine motor development, Neurodevelopmental delay, Abnormality of the eye, Abnormality of vision, Abnormal conjugate eye movement, Soft skin | Description: Rare disease with 86 known phenotypic features | Source: Orphanet"
Orphanet,Mowat-Wilson syndrome due to a ZEB2 point mutation,"Intellectual disability, Absent speech, Abnormal facial shape, Expressive language delay, Happy demeanor, Urinary incontinence, Cryptorchidism, Hypospadias, Abnormality of the genitourinary system, Thick lower lip vermilion",Rare disease with 147 known phenotypic features,"Disease: Mowat-Wilson syndrome due to a ZEB2 point mutation | Symptoms: Intellectual disability, Absent speech, Abnormal facial shape, Expressive language delay, Happy demeanor, Urinary incontinence, Cryptorchidism, Hypospadias, Abnormality of the genitourinary system, Thick lower lip vermilion | Description: Rare disease with 147 known phenotypic features | Source: Orphanet"
Orphanet,Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome,"Hypogonadism, Retinal coloboma, Cataract, Microphthalmia, Nystagmus, Intellectual disability, Obesity, External genital hypoplasia, Neurodevelopmental delay, Cryptorchidism",Rare disease with 14 known phenotypic features,"Disease: Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome | Symptoms: Hypogonadism, Retinal coloboma, Cataract, Microphthalmia, Nystagmus, Intellectual disability, Obesity, External genital hypoplasia, Neurodevelopmental delay, Cryptorchidism | Description: Rare disease with 14 known phenotypic features | Source: Orphanet"
Orphanet,Mowat-Wilson syndrome due to monosomy 2q22,"Intellectual disability, Absent speech, Abnormal facial shape, Expressive language delay, Happy demeanor, Urinary incontinence, Cryptorchidism, Hypospadias, Abnormality of the genitourinary system, Thick lower lip vermilion",Rare disease with 127 known phenotypic features,"Disease: Mowat-Wilson syndrome due to monosomy 2q22 | Symptoms: Intellectual disability, Absent speech, Abnormal facial shape, Expressive language delay, Happy demeanor, Urinary incontinence, Cryptorchidism, Hypospadias, Abnormality of the genitourinary system, Thick lower lip vermilion | Description: Rare disease with 127 known phenotypic features | Source: Orphanet"
Orphanet,Septopreoptic holoprosencephaly,"Precocious puberty, Anterior hypopituitarism, Central diabetes insipidus, Intellectual disability, Abnormal corpus callosum morphology, Generalized hypotonia, Specific learning disability, Abnormality of midbrain morphology, Expressive language delay, Abnormal vertebral morphology",Rare disease with 24 known phenotypic features,"Disease: Septopreoptic holoprosencephaly | Symptoms: Precocious puberty, Anterior hypopituitarism, Central diabetes insipidus, Intellectual disability, Abnormal corpus callosum morphology, Generalized hypotonia, Specific learning disability, Abnormality of midbrain morphology, Expressive language delay, Abnormal vertebral morphology | Description: Rare disease with 24 known phenotypic features | Source: Orphanet"
Orphanet,Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome,"Moyamoya phenomenon, Azoospermia, Retrognathia, Hypertelorism, Long philtrum, Cataract, Abnormality of the nervous system, Hypergonadotropic hypogonadism, Hypertension, Delayed puberty",Rare disease with 27 known phenotypic features,"Disease: Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome | Symptoms: Moyamoya phenomenon, Azoospermia, Retrognathia, Hypertelorism, Long philtrum, Cataract, Abnormality of the nervous system, Hypergonadotropic hypogonadism, Hypertension, Delayed puberty | Description: Rare disease with 27 known phenotypic features | Source: Orphanet"
Orphanet,Schaaf-Yang syndrome,"Cryptorchidism, Infertility, Intellectual disability, Motor delay, Neonatal hypotonia, Flexion contracture, Abnormal facial shape, Poor suck, Floppy infant, Feeding difficulties",Rare disease with 81 known phenotypic features,"Disease: Schaaf-Yang syndrome | Symptoms: Cryptorchidism, Infertility, Intellectual disability, Motor delay, Neonatal hypotonia, Flexion contracture, Abnormal facial shape, Poor suck, Floppy infant, Feeding difficulties | Description: Rare disease with 81 known phenotypic features | Source: Orphanet"
Orphanet,Oculoskeletodental syndrome,"Short stature, Abnormality of mucopolysaccharide metabolism, Neurodevelopmental delay, Retrognathia, Epicanthus, Conductive hearing impairment, Sensorineural hearing impairment, Wide nasal bridge, Oligodontia, Microdontia",Rare disease with 38 known phenotypic features,"Disease: Oculoskeletodental syndrome | Symptoms: Short stature, Abnormality of mucopolysaccharide metabolism, Neurodevelopmental delay, Retrognathia, Epicanthus, Conductive hearing impairment, Sensorineural hearing impairment, Wide nasal bridge, Oligodontia, Microdontia | Description: Rare disease with 38 known phenotypic features | Source: Orphanet"
Orphanet,Combined immunodeficiency with facio-oculo-skeletal anomalies,"Decreased specific antibody response to vaccination, Decreased proportion of CD4-positive T cells, Clinodactyly of the 2nd finger, Clinodactyly of the 3rd finger, Clinodactyly of the 4th finger, Reduced natural killer cell count, Nasogastric tube feeding, Palpebral edema, Recurrent ear infections, Frontal bossing",Rare disease with 69 known phenotypic features,"Disease: Combined immunodeficiency with facio-oculo-skeletal anomalies | Symptoms: Decreased specific antibody response to vaccination, Decreased proportion of CD4-positive T cells, Clinodactyly of the 2nd finger, Clinodactyly of the 3rd finger, Clinodactyly of the 4th finger, Reduced natural killer cell count, Nasogastric tube feeding, Palpebral edema, Recurrent ear infections, Frontal bossing | Description: Rare disease with 69 known phenotypic features | Source: Orphanet"
Orphanet,RNF13-related severe early-onset epileptic encephalopathy,"Inguinal hernia, Microcephaly, Short chin, Narrow forehead, Sensorineural hearing impairment, Narrow nasal bridge, Abnormality of eye movement, Restlessness, Irritability, Seizure",Rare disease with 49 known phenotypic features,"Disease: RNF13-related severe early-onset epileptic encephalopathy | Symptoms: Inguinal hernia, Microcephaly, Short chin, Narrow forehead, Sensorineural hearing impairment, Narrow nasal bridge, Abnormality of eye movement, Restlessness, Irritability, Seizure | Description: Rare disease with 49 known phenotypic features | Source: Orphanet"
Orphanet,Pancreatic agenesis-holoprosencephaly syndrome,"Neonatal insulin-dependent diabetes mellitus, Agenesis of corpus callosum, Holoprosencephaly, Intrauterine growth retardation, Small for gestational age, Absent gallbladder, Abnormality of brain morphology, Reduced C-peptide level, Decreased lipoprotein lipase activity, Pancreatic aplasia",Rare disease with 23 known phenotypic features,"Disease: Pancreatic agenesis-holoprosencephaly syndrome | Symptoms: Neonatal insulin-dependent diabetes mellitus, Agenesis of corpus callosum, Holoprosencephaly, Intrauterine growth retardation, Small for gestational age, Absent gallbladder, Abnormality of brain morphology, Reduced C-peptide level, Decreased lipoprotein lipase activity, Pancreatic aplasia | Description: Rare disease with 23 known phenotypic features | Source: Orphanet"
Orphanet,Severe generalized junctional epidermolysis bullosa,"Fragile skin, Failure to thrive, Growth delay, Recurrent skin infections, Abnormality of the nail, Enamel hypoplasia, Abnormal blistering of the skin, Abnormal oral mucosa morphology, Hypoplastic dermoepidermal hemidesmosomes, Skin plaque",Rare disease with 61 known phenotypic features,"Disease: Severe generalized junctional epidermolysis bullosa | Symptoms: Fragile skin, Failure to thrive, Growth delay, Recurrent skin infections, Abnormality of the nail, Enamel hypoplasia, Abnormal blistering of the skin, Abnormal oral mucosa morphology, Hypoplastic dermoepidermal hemidesmosomes, Skin plaque | Description: Rare disease with 61 known phenotypic features | Source: Orphanet"
Orphanet,Infantile multisystem neurologic-endocrine-pancreatic disease,"Sensorineural hearing impairment, Ataxia, Global developmental delay, Motor delay, Exocrine pancreatic insufficiency, Abnormal facial shape, Intellectual disability, moderate, Distal amyotrophy, Thin upper lip vermilion, Brachycephaly",Rare disease with 48 known phenotypic features,"Disease: Infantile multisystem neurologic-endocrine-pancreatic disease | Symptoms: Sensorineural hearing impairment, Ataxia, Global developmental delay, Motor delay, Exocrine pancreatic insufficiency, Abnormal facial shape, Intellectual disability, moderate, Distal amyotrophy, Thin upper lip vermilion, Brachycephaly | Description: Rare disease with 48 known phenotypic features | Source: Orphanet"
Orphanet,McCune-Albright syndrome,"Ovarian cyst, Precocious puberty, Large cafe-au-lait macules with irregular margins, Abnormal endocrine physiology, Abnormal testis morphology, Macroorchidism, Renal tubular dysfunction, Abnormality of the thyroid gland, Hyperthyroidism, Growth abnormality",Rare disease with 53 known phenotypic features,"Disease: McCune-Albright syndrome | Symptoms: Ovarian cyst, Precocious puberty, Large cafe-au-lait macules with irregular margins, Abnormal endocrine physiology, Abnormal testis morphology, Macroorchidism, Renal tubular dysfunction, Abnormality of the thyroid gland, Hyperthyroidism, Growth abnormality | Description: Rare disease with 53 known phenotypic features | Source: Orphanet"
Orphanet,Diamond-Blackfan anemia,"Pure red cell aplasia, Elevated red cell adenosine deaminase activity, Abnormality of the head, Pallor, Lethargy, Growth delay, Small for gestational age, Reticulocytopenia, Increased mean corpuscular volume, Macrocytic dyserythropoietic anemia",Rare disease with 59 known phenotypic features,"Disease: Diamond-Blackfan anemia | Symptoms: Pure red cell aplasia, Elevated red cell adenosine deaminase activity, Abnormality of the head, Pallor, Lethargy, Growth delay, Small for gestational age, Reticulocytopenia, Increased mean corpuscular volume, Macrocytic dyserythropoietic anemia | Description: Rare disease with 59 known phenotypic features | Source: Orphanet"
Orphanet,"Carnitine palmitoyl transferase II deficiency, myopathic form","Red-brown urine, Muscle weakness, Elevated circulating long chain fatty acid concentration, Elevated plasma acylcarnitine levels, Muscle fiber atrophy, Renal insufficiency, Tubulointerstitial nephritis, Rhabdomyolysis, Elevated circulating creatine kinase concentration, Muscle spasm",Rare disease with 21 known phenotypic features,"Disease: Carnitine palmitoyl transferase II deficiency, myopathic form | Symptoms: Red-brown urine, Muscle weakness, Elevated circulating long chain fatty acid concentration, Elevated plasma acylcarnitine levels, Muscle fiber atrophy, Renal insufficiency, Tubulointerstitial nephritis, Rhabdomyolysis, Elevated circulating creatine kinase concentration, Muscle spasm | Description: Rare disease with 21 known phenotypic features | Source: Orphanet"
Orphanet,Chédiak-Higashi syndrome,"Hypopigmentation of the skin, Abnormal leukocyte morphology, Vacuolated lymphocytes, Recurrent bacterial infections, Recurrent infections, Abnormality of multiple cell lineages in the bone marrow, Hemophagocytosis, Increased proportion of CD25+ mast cells, Photophobia, Periodontitis",Rare disease with 76 known phenotypic features,"Disease: Chédiak-Higashi syndrome | Symptoms: Hypopigmentation of the skin, Abnormal leukocyte morphology, Vacuolated lymphocytes, Recurrent bacterial infections, Recurrent infections, Abnormality of multiple cell lineages in the bone marrow, Hemophagocytosis, Increased proportion of CD25+ mast cells, Photophobia, Periodontitis | Description: Rare disease with 76 known phenotypic features | Source: Orphanet"
Orphanet,"Carnitine palmitoyl transferase II deficiency, neonatal form","Myoglobinuria, Decreased plasma free carnitine, Decreased plasma total carnitine, Reduced carnitine O-palmitoyltransferase activity, Red-brown urine, Elevated plasma acylcarnitine levels, Renal insufficiency, Polycystic kidney dysplasia, Cystic renal dysplasia, Seizure",Rare disease with 43 known phenotypic features,"Disease: Carnitine palmitoyl transferase II deficiency, neonatal form | Symptoms: Myoglobinuria, Decreased plasma free carnitine, Decreased plasma total carnitine, Reduced carnitine O-palmitoyltransferase activity, Red-brown urine, Elevated plasma acylcarnitine levels, Renal insufficiency, Polycystic kidney dysplasia, Cystic renal dysplasia, Seizure | Description: Rare disease with 43 known phenotypic features | Source: Orphanet"
